run_id,latency_set,n_submitted,n_warmup_excluded,n_measured,n_accepted,n_expected_rejection,n_unexpected,n_timeout,n_internal_error,failure_rate_pct,attack_rejection_rate_pct,false_acceptances,false_rejections,completed_throughput_rps,offered_load_rps,n,filter_rule,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms,p99_ms,ci95_low_ms,ci95_high_ms,ci_method,n_identities,concurrency,mechanism,scenario,audit_tx
n50-identities_c10-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025846Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,28.969639721056435,30.90094903579353,30,warmup==false; include all finished decisions,121.96928,123.37765,33.02684726190142,21.125,177.6959,161.837265,173.61188800000002,110.0002365,133.06336833333336,scipy.stats.bootstrap percentile 10000 resamples 95%,50,10,blockchain,valid_active,False
n50-identities_c10-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025846Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,28.969639721056435,30.90094903579353,30,warmup==false AND observed_outcome==ACCEPTED,121.96928,123.37765,33.02684726190142,21.125,177.6959,161.837265,173.61188800000002,110.0002365,133.06336833333336,scipy.stats.bootstrap percentile 10000 resamples 95%,50,10,blockchain,valid_active,False
n50-identities_c25-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025848Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,59.662952051252105,63.640482188002245,30,warmup==false; include all finished decisions,39.74661333333333,34.42895,23.825912046004746,8.9325,94.327,70.67331999999999,88.07509300000001,31.50694716666667,48.26218766666667,scipy.stats.bootstrap percentile 10000 resamples 95%,50,25,x509,valid_active,False
n50-identities_c25-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025848Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,59.662952051252105,63.640482188002245,30,warmup==false AND observed_outcome==ACCEPTED,39.74661333333333,34.42895,23.825912046004746,8.9325,94.327,70.67331999999999,88.07509300000001,31.50694716666667,48.26218766666667,scipy.stats.bootstrap percentile 10000 resamples 95%,50,25,x509,valid_active,False
n50-identities_c25-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025849Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,28.35890156134893,30.249494998772192,30,warmup==false; include all finished decisions,295.06861000000004,292.54965,84.24915216957768,60.2919,411.734,390.836635,405.967872,263.41107725000006,324.6666325833333,scipy.stats.bootstrap percentile 10000 resamples 95%,50,25,blockchain,valid_active,False
n50-identities_c25-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025849Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,28.35890156134893,30.249494998772192,30,warmup==false AND observed_outcome==ACCEPTED,295.06861000000004,292.54965,84.24915216957768,60.2919,411.734,390.836635,405.967872,263.41107725000006,324.6666325833333,scipy.stats.bootstrap percentile 10000 resamples 95%,50,25,blockchain,valid_active,False
n50-identities_c50-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025851Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,29.25112156115006,31.2011963318934,30,warmup==false; include all finished decisions,55.67496333333334,33.79775,66.12316305605974,1.7817,257.6634,211.68285499999985,251.01143800000003,34.668202666666666,80.73972183333332,scipy.stats.bootstrap percentile 10000 resamples 95%,50,50,x509,valid_active,False
n50-identities_c50-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025851Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,29.25112156115006,31.2011963318934,30,warmup==false AND observed_outcome==ACCEPTED,55.67496333333334,33.79775,66.12316305605974,1.7817,257.6634,211.68285499999985,251.01143800000003,34.668202666666666,80.73972183333332,scipy.stats.bootstrap percentile 10000 resamples 95%,50,50,x509,valid_active,False
n50-identities_c50-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025853Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,28.253951032366025,30.137547767857093,30,warmup==false; include all finished decisions,288.32177333333334,289.0858,43.32361975833485,205.2212,381.0792,355.11749,374.624815,273.3357170833333,303.4887013333333,scipy.stats.bootstrap percentile 10000 resamples 95%,50,50,blockchain,valid_active,False
n50-identities_c50-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025853Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,28.253951032366025,30.137547767857093,30,warmup==false AND observed_outcome==ACCEPTED,288.32177333333334,289.0858,43.32361975833485,205.2212,381.0792,355.11749,374.624815,273.3357170833333,303.4887013333333,scipy.stats.bootstrap percentile 10000 resamples 95%,50,50,blockchain,valid_active,False
n100-identities_c1-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025854Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,59.71232987881408,63.69315187073502,30,warmup==false; include all finished decisions,1.4400499999999998,1.41245,0.3103915000058185,1.0895,2.7853,1.7650849999999996,2.5122360000000006,1.3447752500000003,1.563053583333333,scipy.stats.bootstrap percentile 10000 resamples 95%,100,1,x509,valid_active,False
n100-identities_c1-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025854Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,59.71232987881408,63.69315187073502,30,warmup==false AND observed_outcome==ACCEPTED,1.4400499999999998,1.41245,0.3103915000058185,1.0895,2.7853,1.7650849999999996,2.5122360000000006,1.3447752500000003,1.563053583333333,scipy.stats.bootstrap percentile 10000 resamples 95%,100,1,x509,valid_active,False
n100-identities_c1-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025855Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,29.124304960704087,31.06592529141769,30,warmup==false; include all finished decisions,21.59284,18.9299,10.271730567808678,12.1121,59.3913,34.051575,52.17908700000002,18.297584666666665,25.52823108333333,scipy.stats.bootstrap percentile 10000 resamples 95%,100,1,blockchain,valid_active,False
